process,flow,value,unit,input,year,comments,type,process_location,supplying_location,"code (UUID, 3.8)",Ecoinvent selection
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 68 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Pre-polishing electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_CN: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,CN,CN,c7f9c799-4ec6-4b8c-8491-d75d10eaf764,"market group for electricity, low voltage | electricity, low voltage | CN | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 68 Arsenic waste from pre-polishing; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical pre-polishing arsenic waste is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative.,technosphere,CN,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for polyurethane, rigid foam",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 69 Polishing pad; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. CMP polishing pad input. Smith polishing pad mapped to polyurethane rigid foam; local match is RoW.,technosphere,CN,RoW,22d4653b-b768-4637-8831-e58024b32956,"market for polyurethane, rigid foam | polyurethane, rigid foam | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,market for silica sand,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 70 via Table 69 CMP Silica particles; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded CMP slurry input. Proxy for very fine milled silica particles in Smith Tables 66 and 70. PROXY_NEEDS_REVIEW.,technosphere,CN,GLO,8ab9b882-6ec9-4bc8-8286-e82519322068,market for silica sand | silica sand | GLO | kg | ecoinvent 3.8
Wafer manufacturing,"market for water, ultrapure",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,"SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 70 via Table 69 CMP Ultrapure water; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded CMP slurry input. Smith Tables 67, 70, and 71 ultrapure water.",technosphere,CN,RoW,7436ffb1-a278-458f-a166-54965d932c10,"market for water, ultrapure | water, ultrapure | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,market for potassium hydroxide,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 70 via Table 69 CMP KOH; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded CMP slurry input. Smith Tables 70 and 71 KOH input.,technosphere,CN,GLO,369a39a2-f0b7-4045-9b47-d47fe1759e8e,market for potassium hydroxide | potassium hydroxide | GLO | kg | ecoinvent 3.8
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 69 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. CMP electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_CN: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,CN,CN,c7f9c799-4ec6-4b8c-8491-d75d10eaf764,"market group for electricity, low voltage | electricity, low voltage | CN | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 69 Arsenic waste from CMP; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical CMP arsenic waste is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative.,technosphere,CN,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for water, ultrapure",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,"SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 Ultrapure water; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging Ultrapure water input. Smith Tables 67, 70, and 71 ultrapure water.",technosphere,CN,RoW,7436ffb1-a278-458f-a166-54965d932c10,"market for water, ultrapure | water, ultrapure | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,market for potassium hydroxide,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 KOH; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging KOH input. Smith Tables 70 and 71 KOH input.,technosphere,CN,GLO,369a39a2-f0b7-4045-9b47-d47fe1759e8e,market for potassium hydroxide | potassium hydroxide | GLO | kg | ecoinvent 3.8
Wafer manufacturing,"market for polyethylene terephthalate, granulate, bottle grade",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 Plastic cassette; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging Plastic cassette input. Smith plastic cassette PET input.,technosphere,CN,GLO,62fc7e9b-79f5-4e56-91e6-89f6bced8aaf,"market for polyethylene terephthalate, granulate, bottle grade | polyethylene terephthalate, granulate, bottle grade | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,"market for aluminium, primary, ingot",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 Foil bag; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging Foil bag input. Smith foil bag aluminum input.,technosphere,CN,RoW,3b615fcc-d7ab-4aba-bf70-3c19e89e933c,"market for aluminium, primary, ingot | aluminium, primary, ingot | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for packaging film, low density polyethylene",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 PET bag; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging PET bag input. Smith PET bag row mapped to LDPE packaging film as cited in source table.,technosphere,CN,GLO,afd8e87f-23b0-4214-8696-74b8ecd52c3b,"market for packaging film, low density polyethylene | packaging film, low density polyethylene | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging QC flatness electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_CN: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,CN,CN,c7f9c799-4ec6-4b8c-8491-d75d10eaf764,"market group for electricity, low voltage | electricity, low voltage | CN | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 71 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Final cleaning/QC/packaging QC surface electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_CN: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,CN,CN,c7f9c799-4ec6-4b8c-8491-d75d10eaf764,"market group for electricity, low voltage | electricity, low voltage | CN | kWh | ecoinvent 3.8"
Wafer manufacturing,GaAs_wafer,1,kg,FALSE,2026,"SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith-derived candidate GaAs wafer manufacturing output; topology product; functional unit is 1 kg GaAs_wafer. The U.S. import-weighted GaAs wafer technology mix is not publicly documented. Public trade data identify country of origin and quantity/value under HTS 3818.00.00.10, while public supplier data show that commercial GaAs wafers are produced mainly using VGF and LEC crystal-growth routes with varying diameter, thickness, conductivity type, dopant, and surface finish. Therefore, Smith 2018 is used as a representative process benchmark rather than an import-weighted technology-average LCI. MASTER_BOUNDARY_NOTE: Smith 2018 GaAs wafer benchmark; upstream 6N_Ga burden excluded; internal gallium reclaim retained; external GaAs scrap recovery not activated in baseline. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.",production,JP,JP,,FOREGROUND_OUTPUT: GaAs_wafer; no ecoinvent UUID assigned
Wafer manufacturing,market for boron carbide,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 58 pBN crucible; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. pBN crucible input for polycrystalline boule; Smith mapped pBN crucible to boron carbide. Smith maps pBN crucible to boron carbide; proxy retained. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,4821932f-324d-47a2-a205-54e43d563cc4,market for boron carbide | boron carbide | GLO | kg | ecoinvent 3.8
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 58 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Polycrystalline boule furnace electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 58 pBN crucible waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical pBN crucible waste from polycrystalline boule is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 59 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. 6N_Ga to 7N gallium purification electricity included as incremental wafer-manufacturing burden; 6N_Ga material burden excluded. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market for hydrogen, liquid",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 60 Hydrogen; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. 7N arsenic preparation hydrogen input. Smith Table 60 and Table 64 hydrogen input. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,e532b3ce-f9b0-4c78-9162-d1741538c4d8,"market for hydrogen, liquid | hydrogen, liquid | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for argon, liquid",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 60 Argon; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. 7N arsenic preparation argon input. Smith cites GLO argon; local ecoinvent 3.8 match uses RoW liquid argon. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,3cecca5b-1111-40d1-8013-2b57d85bfaf8,"market for argon, liquid | argon, liquid | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 60 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. 7N arsenic preparation electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,market for boric oxide,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 Boron oxide; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Single-crystal boule boron oxide input. Smith Table 61 boron oxide input mapped to ecoinvent boric oxide. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,9ebf1145-cbfa-4b48-b1cb-0677582600dd,market for boric oxide | boric oxide | GLO | kg | ecoinvent 3.8
Wafer manufacturing,market for boron carbide,[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 pBN crucible; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Single-crystal boule pBN crucible input. Smith maps pBN crucible to boron carbide; proxy retained. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,4821932f-324d-47a2-a205-54e43d563cc4,market for boron carbide | boron carbide | GLO | kg | ecoinvent 3.8
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Single-crystal GaAs boule furnace electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 pBN crucible waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical pBN crucible waste from single-crystal boule is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 Boron oxide waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical Boron oxide waste from single-crystal boule is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 61 7N Arsenic waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical 7N Arsenic waste from single-crystal boule is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for steel, unalloyed",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 62 Steel wire (cropping); normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Cropping steel wire input. Proxy for Smith steel wire rod and diamond saw steel body. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,c72cb8cf-a36f-4bca-afde-aa76c12f0e18,"market for steel, unalloyed | steel, unalloyed | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 62 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. X-ray/cropping/grinding notch x-ray electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 62 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. X-ray/cropping/grinding notch cropping electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 62 Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. X-ray/cropping/grinding notch notch electricity. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"treatment of hazardous waste, underground deposit",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 62 Arsenic waste; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Physical arsenic cropping waste is positive in source; LiAISON row is negative for treatment burden. Waste treatment row uses negative value in LiAISON because the ecoinvent waste-treatment reference product is negative. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,6b792a3a-a425-4d15-9d3d-34f942131a26,"treatment of hazardous waste, underground deposit | hazardous waste, for underground deposit | RoW | kg | ecoinvent 3.8"
Wafer manufacturing,"market for steel, unalloyed",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 63 via Table 62 notch saw Steel; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded diamond saw steel input for Table 62 notch saw. Proxy for Smith steel wire rod and diamond saw steel body. PROXY_NEEDS_REVIEW. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,c72cb8cf-a36f-4bca-afde-aa76c12f0e18,"market for steel, unalloyed | steel, unalloyed | GLO | kg | ecoinvent 3.8"
Wafer manufacturing,"market group for electricity, low voltage",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kWh,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 63 via Table 62 notch saw Electricity; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded diamond saw manufacturing electricity for Table 62 notch saw. Country-specific ecoinvent 3.8 low-voltage electricity for CN. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN. ELECTRICITY_GEOGRAPHY_ADJUSTED_TO_JP: exact ecoinvent 3.8 electricity UUID used for topology process location.,technosphere,JP,JP,2057ef24-f4df-478c-b184-f842916c1862,"market for electricity, low voltage | electricity, low voltage | JP | kWh | ecoinvent 3.8"
Wafer manufacturing,"market group for natural gas, high pressure",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],m3,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 62 notch saw Methane; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond methane/natural gas input for Table 62 notch saw. Smith Table 64 methane input mapped to natural gas high pressure. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,GLO,3d1de8e2-71d5-4759-9af8-c273736d2f67,"market group for natural gas, high pressure | natural gas, high pressure | GLO | m3 | ecoinvent 3.8"
Wafer manufacturing,"market for hydrogen, liquid",[REDACTED — ecoinvent-licensed value; reproduce via UUID + selection],kg,TRUE,2026,SMITH_2018_DERIVED_GAAS_WAFER_CANDIDATE_NOT_BASELINE; Smith Table 64 via Table 62 notch saw Hydrogen gas; normalized via recursive wafer process model and converted to 1 kg GaAs_wafer. Expanded synthetic diamond hydrogen input for Table 62 notch saw. Smith Table 60 and Table 64 hydrogen input. TECHNOLOGY_TRANSFER_VARIANT: foreground process quantities are transferred from the source inventory to BLEECAM topology location; background electricity/geography adjusted where available. SOURCE_PROCESS_LOCATION=CN.,technosphere,JP,RoW,e532b3ce-f9b0-4c78-9162-d1741538c4d8,"market for hydrogen, liquid | hydrogen, liquid | RoW | kg | ecoinvent 3.8"
